<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.01	06:02:00	1.00230	1.00234	1.00227	1.00233	17	0	1
2022.09.01	06:03:00	1.00234	1.00234	1.00230	1.00234	22	0	1
2022.09.01	06:04:00	1.00234	1.00243	1.00232	1.00241	27	0	1
2022.09.01	06:05:00	1.00241	1.00258	1.00241	1.00257	47	0	1
2022.09.01	06:06:00	1.00257	1.00267	1.00256	1.00266	52	0	1
2022.09.01	06:07:00	1.00267	1.00267	1.00243	1.00246	54	0	0
2022.09.01	06:08:00	1.00246	1.00246	1.00233	1.00235	65	0	1
2022.09.01	06:09:00	1.00234	1.00235	1.00220	1.00227	75	0	1
2022.09.01	06:10:00	1.00227	1.00235	1.00223	1.00231	54	0	1
2022.09.01	06:11:00	1.00231	1.00235	1.00230	1.00235	14	0	1
2022.09.01	06:12:00	1.00235	1.00236	1.00225	1.00226	45	0	1
2022.09.01	06:13:00	1.00225	1.00234	1.00225	1.00234	45	0	1
2022.09.01	06:14:00	1.00234	1.00236	1.00232	1.00233	14	0	1
2022.09.01	06:15:00	1.00230	1.00234	1.00225	1.00231	51	0	1
2022.09.01	06:16:00	1.00232	1.00238	1.00230	1.00233	26	0	1
2022.09.01	06:17:00	1.00232	1.00235	1.00229	1.00235	32	0	1
2022.09.01	06:18:00	1.00235	1.00235	1.00225	1.00225	26	0	1
2022.09.01	06:19:00	1.00225	1.00231	1.00219	1.00223	44	0	1
2022.09.01	06:20:00	1.00221	1.00228	1.00221	1.00225	24	0	1
2022.09.01	06:21:00	1.00225	1.00225	1.00215	1.00219	42	0	1
2022.09.01	06:22:00	1.00220	1.00222	1.00218	1.00222	15	0	1
2022.09.01	06:23:00	1.00222	1.00227	1.00221	1.00226	24	0	1
2022.09.01	06:24:00	1.00226	1.00226	1.00221	1.00226	13	0	1
2022.09.01	06:25:00	1.00226	1.00238	1.00224	1.00234	41	0	1
2022.09.01	06:26:00	1.00232	1.00246	1.00230	1.00236	32	0	1
2022.09.01	06:27:00	1.00236	1.00238	1.00231	1.00238	45	0	1
2022.09.01	06:28:00	1.00238	1.00245	1.00235	1.00245	49	0	1
2022.09.01	06:29:00	1.00245	1.00253	1.00245	1.00253	32	0	1
2022.09.01	06:30:00	1.00253	1.00253	1.00235	1.00237	69	0	1
2022.09.01	06:31:00	1.00236	1.00241	1.00234	1.00239	39	0	1
2022.09.01	06:32:00	1.00240	1.00242	1.00239	1.00240	27	0	1
2022.09.01	06:33:00	1.00240	1.00248	1.00240	1.00245	46	0	1
2022.09.01	06:34:00	1.00245	1.00257	1.00245	1.00256	19	0	1
2022.09.01	06:35:00	1.00256	1.00256	1.00251	1.00251	11	0	1
2022.09.01	06:36:00	1.00251	1.00251	1.00245	1.00246	30	0	1
2022.09.01	06:37:00	1.00245	1.00246	1.00240	1.00244	35	0	1
2022.09.01	06:38:00	1.00244	1.00265	1.00242	1.00264	52	0	1
2022.09.01	06:39:00	1.00264	1.00267	1.00225	1.00225	54	0	1
2022.09.01	06:40:00	1.00225	1.00230	1.00219	1.00223	27	0	1
2022.09.01	06:41:00	1.00218	1.00238	1.00218	1.00232	55	0	1
2022.09.01	06:42:00	1.00232	1.00236	1.00190	1.00194	113	0	1
2022.09.01	06:43:00	1.00194	1.00194	1.00176	1.00181	98	0	0
2022.09.01	06:44:00	1.00183	1.00186	1.00173	1.00182	95	0	1
2022.09.01	06:45:00	1.00184	1.00195	1.00174	1.00174	61	0	1
2022.09.01	06:46:00	1.00175	1.00176	1.00124	1.00126	106	0	1
2022.09.01	06:47:00	1.00129	1.00141	1.00116	1.00121	146	0	1
2022.09.01	06:48:00	1.00118	1.00144	1.00104	1.00144	94	0	1
2022.09.01	06:49:00	1.00144	1.00149	1.00143	1.00149	51	0	0
2022.09.01	06:50:00	1.00148	1.00161	1.00148	1.00155	108	0	1
2022.09.01	06:51:00	1.00156	1.00158	1.00151	1.00154	75	0	1
2022.09.01	06:52:00	1.00154	1.00163	1.00148	1.00154	63	0	1
2022.09.01	06:53:00	1.00153	1.00158	1.00129	1.00130	92	0	1
2022.09.01	06:54:00	1.00130	1.00147	1.00130	1.00145	45	0	1
2022.09.01	06:55:00	1.00143	1.00147	1.00137	1.00143	29	0	1
2022.09.01	06:56:00	1.00143	1.00158	1.00143	1.00156	28	0	1
2022.09.01	06:57:00	1.00156	1.00163	1.00148	1.00148	39	0	1
2022.09.01	06:58:00	1.00149	1.00159	1.00149	1.00157	29	0	1
2022.09.01	06:59:00	1.00156	1.00167	1.00156	1.00164	24	0	1
2022.09.01	07:00:00	1.00162	1.00177	1.00159	1.00168	57	0	0
2022.09.01	07:01:00	1.00169	1.00177	1.00169	1.00177	53	0	0
2022.09.01	07:02:00	1.00180	1.00180	1.00168	1.00172	73	0	0
2022.09.01	07:03:00	1.00172	1.00172	1.00167	1.00171	37	0	0
2022.09.01	07:04:00	1.00172	1.00175	1.00166	1.00167	35	0	0
2022.09.01	07:05:00	1.00166	1.00167	1.00145	1.00148	54	0	0
2022.09.01	07:06:00	1.00148	1.00157	1.00145	1.00154	66	0	0
2022.09.01	07:07:00	1.00155	1.00157	1.00141	1.00154	106	0	0
2022.09.01	07:08:00	1.00152	1.00164	1.00151	1.00159	31	0	0
2022.09.01	07:09:00	1.00159	1.00159	1.00146	1.00148	31	0	0
2022.09.01	07:10:00	1.00148	1.00153	1.00143	1.00144	35	0	0
2022.09.01	07:11:00	1.00144	1.00154	1.00144	1.00144	50	0	0
2022.09.01	07:12:00	1.00144	1.00144	1.00129	1.00137	53	0	0
2022.09.01	07:13:00	1.00137	1.00148	1.00133	1.00133	46	0	0
2022.09.01	07:14:00	1.00131	1.00138	1.00130	1.00134	34	0	0
2022.09.01	07:15:00	1.00137	1.00154	1.00137	1.00154	47	0	0
2022.09.01	07:16:00	1.00154	1.00158	1.00148	1.00150	51	0	0
2022.09.01	07:17:00	1.00150	1.00153	1.00132	1.00137	43	0	0
2022.09.01	07:18:00	1.00137	1.00143	1.00130	1.00143	28	0	0
2022.09.01	07:19:00	1.00142	1.00146	1.00139	1.00143	36	0	0
2022.09.01	07:20:00	1.00142	1.00145	1.00139	1.00142	30	0	0
2022.09.01	07:21:00	1.00142	1.00147	1.00136	1.00145	54	0	0
2022.09.01	07:22:00	1.00145	1.00147	1.00143	1.00143	15	0	0
2022.09.01	07:23:00	1.00143	1.00148	1.00131	1.00148	44	0	0
2022.09.01	07:24:00	1.00147	1.00148	1.00130	1.00136	40	0	0
2022.09.01	07:25:00	1.00133	1.00136	1.00121	1.00121	37	0	0
2022.09.01	07:26:00	1.00122	1.00141	1.00122	1.00138	51	0	0
2022.09.01	07:27:00	1.00135	1.00139	1.00128	1.00131	31	0	0
2022.09.01	07:28:00	1.00132	1.00134	1.00128	1.00129	36	0	0
2022.09.01	07:29:00	1.00128	1.00129	1.00120	1.00121	14	0	0
2022.09.01	07:30:00	1.00123	1.00130	1.00119	1.00119	27	0	0
2022.09.01	07:31:00	1.00118	1.00126	1.00111	1.00111	52	0	0
2022.09.01	07:32:00	1.00110	1.00113	1.00088	1.00097	54	0	0
2022.09.01	07:33:00	1.00098	1.00098	1.00094	1.00097	21	0	0
2022.09.01	07:34:00	1.00098	1.00104	1.00093	1.00097	41	0	0
2022.09.01	07:35:00	1.00097	1.00105	1.00097	1.00104	20	0	0
2022.09.01	07:36:00	1.00103	1.00105	1.00099	1.00104	47	0	0
2022.09.01	07:37:00	1.00104	1.00121	1.00104	1.00120	41	0	0
2022.09.01	07:38:00	1.00121	1.00131	1.00115	1.00131	62	0	0
2022.09.01	07:39:00	1.00130	1.00144	1.00127	1.00141	61	0	0
2022.09.01	07:40:00	1.00144	1.00144	1.00138	1.00140	25	0	0
2022.09.01	07:41:00	1.00142	1.00159	1.00141	1.00148	22	0	0
2022.09.01	07:42:00	1.00147	1.00147	1.00135	1.00136	23	0	0
2022.09.01	07:43:00	1.00135	1.00135	1.00115	1.00121	54	0	0
2022.09.01	07:44:00	1.00122	1.00123	1.00117	1.00121	37	0	0
2022.09.01	07:45:00	1.00121	1.00147	1.00121	1.00143	25	0	0
2022.09.01	07:46:00	1.00144	1.00163	1.00141	1.00160	27	0	0
2022.09.01	07:47:00	1.00160	1.00161	1.00137	1.00139	43	0	0
2022.09.01	07:48:00	1.00141	1.00154	1.00140	1.00153	35	0	0
2022.09.01	07:49:00	1.00152	1.00166	1.00151	1.00157	52	0	0
2022.09.01	07:50:00	1.00158	1.00163	1.00150	1.00154	45	0	0
2022.09.01	07:51:00	1.00153	1.00159	1.00152	1.00158	15	0	0
2022.09.01	07:52:00	1.00156	1.00157	1.00148	1.00149	23	0	0
2022.09.01	07:53:00	1.00149	1.00160	1.00148	1.00150	37	0	0
2022.09.01	07:54:00	1.00150	1.00155	1.00132	1.00141	54	0	0
2022.09.01	07:55:00	1.00141	1.00148	1.00141	1.00146	20	0	0
2022.09.01	07:56:00	1.00146	1.00146	1.00139	1.00141	25	0	0
2022.09.01	07:57:00	1.00142	1.00148	1.00140	1.00148	23	0	0
2022.09.01	07:58:00	1.00148	1.00148	1.00140	1.00144	15	0	0
2022.09.01	07:59:00	1.00146	1.00150	1.00143	1.00143	22	0	0
2022.09.01	08:00:00	1.00141	1.00142	1.00135	1.00136	35	0	0
2022.09.01	08:01:00	1.00134	1.00134	1.00120	1.00127	14	0	0
2022.09.01	08:02:00	1.00127	1.00143	1.00127	1.00141	33	0	0
2022.09.01	08:03:00	1.00141	1.00141	1.00120	1.00120	16	0	0
2022.09.01	08:04:00	1.00120	1.00120	1.00095	1.00095	42	0	0
2022.09.01	08:05:00	1.00098	1.00105	1.00079	1.00080	56	0	0
2022.09.01	08:06:00	1.00083	1.00098	1.00083	1.00098	53	0	0
2022.09.01	08:07:00	1.00099	1.00112	1.00095	1.00110	54	0	0
2022.09.01	08:08:00	1.00110	1.00131	1.00110	1.00125	68	0	0
2022.09.01	08:09:00	1.00121	1.00126	1.00117	1.00121	36	0	0
2022.09.01	08:10:00	1.00121	1.00127	1.00117	1.00119	39	0	0
2022.09.01	08:11:00	1.00119	1.00125	1.00111	1.00116	62	0	0
2022.09.01	08:12:00	1.00117	1.00121	1.00101	1.00101	65	0	0
2022.09.01	08:13:00	1.00101	1.00107	1.00092	1.00106	51	0	0
2022.09.01	08:14:00	1.00104	1.00121	1.00101	1.00116	78	0	0
2022.09.01	08:15:00	1.00115	1.00121	1.00115	1.00116	78	0	0
2022.09.01	08:16:00	1.00117	1.00120	1.00107	1.00114	58	0	0
2022.09.01	08:17:00	1.00114	1.00121	1.00107	1.00111	58	0	0
2022.09.01	08:18:00	1.00111	1.00129	1.00110	1.00129	53	0	0
2022.09.01	08:19:00	1.00129	1.00129	1.00121	1.00123	31	0	0
2022.09.01	08:20:00	1.00123	1.00131	1.00116	1.00130	42	0	0
2022.09.01	08:21:00	1.00129	1.00141	1.00125	1.00130	54	0	0
2022.09.01	08:22:00	1.00127	1.00133	1.00124	1.00127	38	0	0
2022.09.01	08:23:00	1.00127	1.00130	1.00124	1.00130	28	0	0
2022.09.01	08:24:00	1.00130	1.00154	1.00130	1.00136	97	0	0
2022.09.01	08:25:00	1.00136	1.00142	1.00135	1.00140	46	0	0
2022.09.01	08:26:00	1.00140	1.00140	1.00128	1.00132	66	0	0
2022.09.01	08:27:00	1.00132	1.00137	1.00121	1.00137	46	0	0
2022.09.01	08:28:00	1.00136	1.00152	1.00131	1.00152	61	0	0
2022.09.01	08:29:00	1.00152	1.00171	1.00142	1.00169	79	0	0
2022.09.01	08:30:00	1.00166	1.00171	1.00157	1.00158	75	0	0
2022.09.01	08:31:00	1.00157	1.00159	1.00147	1.00156	58	0	0
2022.09.01	08:32:00	1.00156	1.00158	1.00149	1.00152	21	0	0
2022.09.01	08:33:00	1.00152	1.00158	1.00146	1.00156	22	0	0
2022.09.01	08:34:00	1.00156	1.00158	1.00151	1.00157	45	0	0
2022.09.01	08:35:00	1.00157	1.00160	1.00153	1.00159	30	0	0
2022.09.01	08:36:00	1.00159	1.00162	1.00154	1.00160	31	0	0
2022.09.01	08:37:00	1.00156	1.00165	1.00155	1.00165	15	0	0
2022.09.01	08:38:00	1.00162	1.00186	1.00160	1.00178	36	0	0
2022.09.01	08:39:00	1.00178	1.00183	1.00171	1.00177	41	0	0
2022.09.01	08:40:00	1.00177	1.00198	1.00177	1.00177	92	0	0
2022.09.01	08:41:00	1.00180	1.00190	1.00178	1.00182	39	0	0
2022.09.01	08:42:00	1.00182	1.00193	1.00180	1.00191	42	0	0
2022.09.01	08:43:00	1.00192	1.00199	1.00187	1.00195	52	0	0
2022.09.01	08:44:00	1.00195	1.00205	1.00186	1.00187	69	0	0
2022.09.01	08:45:00	1.00187	1.00195	1.00180	1.00189	73	0	0
2022.09.01	08:46:00	1.00190	1.00194	1.00183	1.00193	37	0	0
2022.09.01	08:47:00	1.00193	1.00198	1.00182	1.00195	83	0	0
2022.09.01	08:48:00	1.00194	1.00197	1.00185	1.00186	108	0	0
2022.09.01	08:49:00	1.00183	1.00189	1.00170	1.00186	95	0	0
2022.09.01	08:50:00	1.00186	1.00187	1.00168	1.00180	122	0	0
2022.09.01	08:51:00	1.00179	1.00189	1.00177	1.00181	118	0	0
2022.09.01	08:52:00	1.00180	1.00192	1.00174	1.00185	75	0	0
2022.09.01	08:53:00	1.00185	1.00204	1.00183	1.00188	123	0	0
2022.09.01	08:54:00	1.00189	1.00189	1.00166	1.00169	79	0	0
2022.09.01	08:55:00	1.00169	1.00169	1.00154	1.00163	90	0	0
2022.09.01	08:56:00	1.00163	1.00169	1.00152	1.00159	119	0	0
2022.09.01	08:57:00	1.00159	1.00178	1.00156	1.00176	133	0	0
2022.09.01	08:58:00	1.00176	1.00192	1.00169	1.00171	153	0	0
2022.09.01	08:59:00	1.00168	1.00179	1.00167	1.00178	126	0	0
2022.09.01	09:00:00	1.00179	1.00224	1.00177	1.00224	162	0	0
2022.09.01	09:01:00	1.00224	1.00225	1.00182	1.00204	132	0	0
2022.09.01	09:02:00	1.00204	1.00208	1.00184	1.00194	117	0	0
2022.09.01	09:03:00	1.00196	1.00207	1.00188	1.00188	129	0	0
2022.09.01	09:04:00	1.00190	1.00202	1.00171	1.00173	151	0	0
2022.09.01	09:05:00	1.00173	1.00182	1.00158	1.00177	153	0	0
2022.09.01	09:06:00	1.00177	1.00177	1.00164	1.00169	127	0	0
2022.09.01	09:07:00	1.00169	1.00169	1.00157	1.00160	92	0	0
2022.09.01	09:08:00	1.00159	1.00172	1.00143	1.00151	134	0	0
2022.09.01	09:09:00	1.00151	1.00171	1.00150	1.00164	113	0	0
2022.09.01	09:10:00	1.00164	1.00166	1.00146	1.00149	108	0	0
2022.09.01	09:11:00	1.00149	1.00150	1.00117	1.00143	128	0	0
2022.09.01	09:12:00	1.00142	1.00149	1.00131	1.00133	81	0	0
2022.09.01	09:13:00	1.00133	1.00134	1.00124	1.00125	59	0	0
2022.09.01	09:14:00	1.00126	1.00145	1.00124	1.00143	53	0	0
2022.09.01	09:15:00	1.00146	1.00147	1.00118	1.00142	104	0	0
2022.09.01	09:16:00	1.00142	1.00149	1.00132	1.00139	104	0	0
2022.09.01	09:17:00	1.00132	1.00150	1.00128	1.00146	91	0	0
2022.09.01	09:18:00	1.00143	1.00156	1.00138	1.00144	120	0	0
2022.09.01	09:19:00	1.00144	1.00154	1.00138	1.00144	106	0	0
2022.09.01	09:20:00	1.00145	1.00149	1.00127	1.00147	93	0	0
2022.09.01	09:21:00	1.00146	1.00151	1.00119	1.00126	82	0	0
2022.09.01	09:22:00	1.00126	1.00150	1.00126	1.00149	80	0	0
2022.09.01	09:23:00	1.00149	1.00158	1.00134	1.00139	97	0	0
2022.09.01	09:24:00	1.00139	1.00145	1.00127	1.00134	110	0	0
2022.09.01	09:25:00	1.00134	1.00145	1.00108	1.00113	121	0	0
2022.09.01	09:26:00	1.00113	1.00128	1.00112	1.00117	68	0	0
2022.09.01	09:27:00	1.00118	1.00123	1.00093	1.00098	86	0	0
2022.09.01	09:28:00	1.00099	1.00129	1.00098	1.00122	109	0	0
2022.09.01	09:29:00	1.00122	1.00152	1.00122	1.00149	128	0	0
2022.09.01	09:30:00	1.00149	1.00152	1.00117	1.00129	169	0	0
2022.09.01	09:31:00	1.00128	1.00156	1.00127	1.00155	99	0	0
2022.09.01	09:32:00	1.00155	1.00155	1.00134	1.00151	120	0	0
2022.09.01	09:33:00	1.00153	1.00191	1.00149	1.00189	113	0	0
2022.09.01	09:34:00	1.00186	1.00200	1.00177	1.00195	111	0	0
2022.09.01	09:35:00	1.00196	1.00197	1.00175	1.00181	115	0	0
2022.09.01	09:36:00	1.00182	1.00205	1.00182	1.00200	114	0	0
2022.09.01	09:37:00	1.00199	1.00200	1.00187	1.00189	89	0	0
2022.09.01	09:38:00	1.00189	1.00200	1.00180	1.00195	111	0	0
2022.09.01	09:39:00	1.00194	1.00205	1.00188	1.00199	93	0	0
2022.09.01	09:40:00	1.00198	1.00200	1.00184	1.00186	86	0	0
2022.09.01	09:41:00	1.00186	1.00199	1.00183	1.00197	128	0	0
2022.09.01	09:42:00	1.00196	1.00203	1.00189	1.00190	97	0	0
2022.09.01	09:43:00	1.00190	1.00191	1.00172	1.00184	122	0	0
2022.09.01	09:44:00	1.00184	1.00207	1.00184	1.00207	122	0	0
2022.09.01	09:45:00	1.00206	1.00206	1.00182	1.00188	105	0	0
2022.09.01	09:46:00	1.00188	1.00201	1.00171	1.00187	130	0	0
2022.09.01	09:47:00	1.00185	1.00201	1.00154	1.00165	187	0	0
2022.09.01	09:48:00	1.00164	1.00176	1.00133	1.00133	113	0	0
2022.09.01	09:49:00	1.00132	1.00141	1.00116	1.00116	106	0	0
2022.09.01	09:50:00	1.00117	1.00149	1.00114	1.00149	90	0	0
2022.09.01	09:51:00	1.00149	1.00169	1.00148	1.00163	86	0	0
2022.09.01	09:52:00	1.00164	1.00202	1.00162	1.00193	121	0	0
2022.09.01	09:53:00	1.00195	1.00207	1.00177	1.00187	125	0	0
2022.09.01	09:54:00	1.00187	1.00251	1.00185	1.00238	163	0	0
2022.09.01	09:55:00	1.00238	1.00264	1.00232	1.00259	175	0	0
2022.09.01	09:56:00	1.00259	1.00263	1.00235	1.00253	146	0	0
2022.09.01	09:57:00	1.00252	1.00262	1.00205	1.00208	184	0	0
2022.09.01	09:58:00	1.00207	1.00229	1.00204	1.00229	107	0	0
2022.09.01	09:59:00	1.00230	1.00248	1.00204	1.00209	159	0	0
2022.09.01	10:00:00	1.00209	1.00209	1.00132	1.00160	282	0	0
2022.09.01	10:01:00	1.00158	1.00182	1.00138	1.00162	205	0	0
2022.09.01	10:02:00	1.00162	1.00183	1.00151	1.00178	169	0	0
2022.09.01	10:03:00	1.00178	1.00195	1.00135	1.00153	216	0	0
2022.09.01	10:04:00	1.00152	1.00175	1.00135	1.00175	164	0	0
2022.09.01	10:05:00	1.00177	1.00192	1.00165	1.00190	105	0	0
2022.09.01	10:06:00	1.00191	1.00212	1.00182	1.00195	153	0	0
2022.09.01	10:07:00	1.00195	1.00206	1.00181	1.00193	94	0	0
2022.09.01	10:08:00	1.00192	1.00198	1.00172	1.00196	128	0	0
2022.09.01	10:09:00	1.00196	1.00200	1.00179	1.00197	137	0	0
2022.09.01	10:10:00	1.00197	1.00208	1.00177	1.00203	147	0	0
2022.09.01	10:11:00	1.00203	1.00217	1.00186	1.00215	123	0	0
2022.09.01	10:12:00	1.00215	1.00246	1.00212	1.00225	148	0	0
2022.09.01	10:13:00	1.00225	1.00231	1.00214	1.00224	136	0	0
2022.09.01	10:14:00	1.00223	1.00239	1.00219	1.00232	134	0	0
2022.09.01	10:15:00	1.00242	1.00256	1.00216	1.00254	175	0	0
2022.09.01	10:16:00	1.00255	1.00256	1.00234	1.00238	140	0	0
2022.09.01	10:17:00	1.00238	1.00289	1.00237	1.00288	162	0	0
2022.09.01	10:18:00	1.00287	1.00290	1.00265	1.00281	147	0	0
2022.09.01	10:19:00	1.00282	1.00291	1.00269	1.00277	126	0	0
2022.09.01	10:20:00	1.00277	1.00290	1.00265	1.00285	147	0	0
2022.09.01	10:21:00	1.00285	1.00290	1.00273	1.00285	154	0	0
2022.09.01	10:22:00	1.00285	1.00325	1.00243	1.00244	164	0	0
2022.09.01	10:23:00	1.00244	1.00260	1.00224	1.00248	146	0	0
2022.09.01	10:24:00	1.00249	1.00281	1.00249	1.00258	177	0	0
2022.09.01	10:25:00	1.00259	1.00271	1.00244	1.00255	157	0	0
2022.09.01	10:26:00	1.00253	1.00268	1.00248	1.00255	133	0	0
2022.09.01	10:27:00	1.00255	1.00257	1.00244	1.00254	108	0	0
2022.09.01	10:28:00	1.00253	1.00271	1.00235	1.00270	123	0	0
2022.09.01	10:29:00	1.00271	1.00280	1.00254	1.00255	131	0	0
2022.09.01	10:30:00	1.00255	1.00259	1.00245	1.00250	137	0	0
2022.09.01	10:31:00	1.00250	1.00256	1.00222	1.00223	115	0	0
2022.09.01	10:32:00	1.00223	1.00244	1.00214	1.00236	134	0	0
2022.09.01	10:33:00	1.00236	1.00236	1.00209	1.00209	132	0	0
2022.09.01	10:34:00	1.00210	1.00234	1.00203	1.00232	140	0	0
2022.09.01	10:35:00	1.00232	1.00250	1.00220	1.00238	129	0	0
2022.09.01	10:36:00	1.00239	1.00244	1.00214	1.00215	128	0	0
2022.09.01	10:37:00	1.00214	1.00224	1.00203	1.00206	96	0	0
2022.09.01	10:38:00	1.00206	1.00217	1.00194	1.00204	105	0	0
2022.09.01	10:39:00	1.00201	1.00209	1.00192	1.00200	120	0	0
2022.09.01	10:40:00	1.00200	1.00214	1.00189	1.00190	82	0	0
2022.09.01	10:41:00	1.00190	1.00200	1.00180	1.00199	110	0	0
2022.09.01	10:42:00	1.00196	1.00209	1.00189	1.00206	101	0	0
2022.09.01	10:43:00	1.00207	1.00207	1.00185	1.00199	118	0	0
2022.09.01	10:44:00	1.00199	1.00235	1.00196	1.00229	131	0	0
2022.09.01	10:45:00	1.00229	1.00239	1.00206	1.00235	155	0	0
2022.09.01	10:46:00	1.00233	1.00239	1.00213	1.00232	102	0	0
2022.09.01	10:47:00	1.00233	1.00261	1.00230	1.00251	106	0	0
2022.09.01	10:48:00	1.00256	1.00258	1.00240	1.00245	111	0	0
2022.09.01	10:49:00	1.00245	1.00256	1.00242	1.00250	111	0	0
2022.09.01	10:50:00	1.00267	1.00304	1.00234	1.00234	189	0	0
2022.09.01	10:51:00	1.00234	1.00256	1.00225	1.00225	107	0	0
2022.09.01	10:52:00	1.00225	1.00241	1.00214	1.00236	96	0	0
2022.09.01	10:53:00	1.00240	1.00245	1.00219	1.00239	93	0	0
2022.09.01	10:54:00	1.00238	1.00245	1.00222	1.00227	107	0	0
2022.09.01	10:55:00	1.00226	1.00263	1.00201	1.00261	123	0	0
2022.09.01	10:56:00	1.00263	1.00302	1.00261	1.00300	165	0	0
2022.09.01	10:57:00	1.00301	1.00329	1.00296	1.00322	92	0	0
2022.09.01	10:58:00	1.00322	1.00330	1.00293	1.00299	102	0	0
2022.09.01	10:59:00	1.00299	1.00311	1.00291	1.00301	114	0	0
2022.09.01	11:00:00	1.00298	1.00330	1.00293	1.00312	165	0	0
2022.09.01	11:01:00	1.00311	1.00311	1.00279	1.00285	135	0	0
2022.09.01	11:02:00	1.00285	1.00285	1.00241	1.00242	138	0	0
2022.09.01	11:03:00	1.00242	1.00273	1.00239	1.00273	92	0	0
2022.09.01	11:04:00	1.00273	1.00290	1.00268	1.00284	117	0	0
2022.09.01	11:05:00	1.00284	1.00287	1.00274	1.00281	95	0	0
2022.09.01	11:06:00	1.00281	1.00322	1.00281	1.00321	98	0	0
2022.09.01	11:07:00	1.00322	1.00331	1.00310	1.00311	77	0	0
2022.09.01	11:08:00	1.00311	1.00338	1.00310	1.00320	97	0	0
2022.09.01	11:09:00	1.00320	1.00325	1.00290	1.00293	130	0	0
2022.09.01	11:10:00	1.00294	1.00301	1.00283	1.00297	110	0	0
2022.09.01	11:11:00	1.00297	1.00329	1.00278	1.00326	124	0	0
2022.09.01	11:12:00	1.00324	1.00341	1.00324	1.00337	70	0	0
2022.09.01	11:13:00	1.00337	1.00397	1.00334	1.00351	156	0	0
2022.09.01	11:14:00	1.00351	1.00368	1.00346	1.00356	113	0	0
2022.09.01	11:15:00	1.00356	1.00382	1.00349	1.00368	106	0	0
2022.09.01	11:16:00	1.00369	1.00378	1.00357	1.00360	58	0	0
2022.09.01	11:17:00	1.00359	1.00390	1.00358	1.00387	95	0	0
2022.09.01	11:18:00	1.00387	1.00401	1.00382	1.00398	110	0	0
2022.09.01	11:19:00	1.00398	1.00401	1.00381	1.00398	69	0	0
2022.09.01	11:20:00	1.00398	1.00487	1.00378	1.00448	277	0	0
2022.09.01	11:21:00	1.00440	1.00486	1.00438	1.00439	252	0	0
2022.09.01	11:22:00	1.00438	1.00439	1.00397	1.00407	163	0	0
2022.09.01	11:23:00	1.00406	1.00406	1.00350	1.00351	174	0	0
2022.09.01	11:24:00	1.00351	1.00377	1.00350	1.00363	155	0	0
2022.09.01	11:25:00	1.00363	1.00381	1.00351	1.00365	109	0	0
2022.09.01	11:26:00	1.00365	1.00384	1.00349	1.00352	124	0	0
2022.09.01	11:27:00	1.00352	1.00358	1.00339	1.00340	109	0	0
2022.09.01	11:28:00	1.00340	1.00355	1.00338	1.00345	114	0	0
2022.09.01	11:29:00	1.00344	1.00354	1.00335	1.00336	103	0	0
2022.09.01	11:30:00	1.00341	1.00354	1.00289	1.00297	149	0	0
2022.09.01	11:31:00	1.00297	1.00393	1.00297	1.00356	183	0	0
2022.09.01	11:32:00	1.00357	1.00361	1.00330	1.00356	155	0	0
2022.09.01	11:33:00	1.00355	1.00371	1.00336	1.00345	151	0	0
2022.09.01	11:34:00	1.00345	1.00352	1.00304	1.00315	132	0	0
2022.09.01	11:35:00	1.00316	1.00331	1.00309	1.00314	161	0	0
2022.09.01	11:36:00	1.00315	1.00317	1.00278	1.00286	154	0	0
2022.09.01	11:37:00	1.00287	1.00310	1.00286	1.00297	143	0	0
2022.09.01	11:38:00	1.00297	1.00297	1.00251	1.00256	160	0	0
2022.09.01	11:39:00	1.00256	1.00267	1.00251	1.00267	124	0	0
2022.09.01	11:40:00	1.00266	1.00280	1.00256	1.00265	111	0	0
2022.09.01	11:41:00	1.00265	1.00304	1.00265	1.00303	109	0	0
2022.09.01	11:42:00	1.00303	1.00329	1.00303	1.00327	104	0	0
2022.09.01	11:43:00	1.00327	1.00363	1.00316	1.00357	111	0	0
2022.09.01	11:44:00	1.00357	1.00377	1.00349	1.00372	129	0	0
2022.09.01	11:45:00	1.00372	1.00372	1.00342	1.00342	94	0	0
2022.09.01	11:46:00	1.00341	1.00359	1.00326	1.00349	121	0	0
2022.09.01	11:47:00	1.00348	1.00385	1.00346	1.00370	128	0	0
2022.09.01	11:48:00	1.00370	1.00370	1.00331	1.00331	112	0	0
2022.09.01	11:49:00	1.00331	1.00350	1.00326	1.00350	69	0	0
2022.09.01	11:50:00	1.00350	1.00368	1.00340	1.00357	84	0	0
2022.09.01	11:51:00	1.00357	1.00364	1.00323	1.00326	140	0	0
2022.09.01	11:52:00	1.00326	1.00335	1.00302	1.00306	98	0	0
2022.09.01	11:53:00	1.00306	1.00327	1.00287	1.00318	105	0	0
2022.09.01	11:54:00	1.00318	1.00362	1.00306	1.00349	139	0	0
2022.09.01	11:55:00	1.00349	1.00372	1.00342	1.00342	120	0	0
2022.09.01	11:56:00	1.00342	1.00359	1.00333	1.00351	87	0	0
2022.09.01	11:57:00	1.00351	1.00359	1.00349	1.00357	74	0	0
2022.09.01	11:58:00	1.00357	1.00369	1.00344	1.00367	65	0	0
